title,x,y,lat,lng
สำนักงานใหญ่ เทสโก้โลตัส,677546.337,1518541.986,13.730651321489418,100.64199251803335
คาร์ฟู สาขาสุขาภิบาล 3,679289.8371,1523002.276,13.77085733111696,100.65839587642365
เทสโก้โลตัส สาขาจรัญสนิทวงศ์,662407.5547,1524780.378,13.787931823463849,100.50238080072945
เทสโก้โลตัส สาขาแจ้งวัฒนะ,668143.6679,1536754.033,13.89582901672245,100.55614985377672
เทสโก้โลตัส สาขาซีคอน สแควร์,678228.1667,1514330.177,13.692541099078863,100.64803083511642
เทสโก้โลตัส สาขาบางแค,653389.5488,1516431.922,13.712962248492737,100.41852226106933
เทสโก้โลตัส สาขาบางกะปิ,677772.4719,1522636.304,13.76764364111548,100.64434153485378
เทสโก้โลตัส สาขาบางปะกอก,662403.6802,1512659.701,13.678372411953545,100.50164734158669
เทสโก้โลตัส สาขาประชาชื่น,665865.8964,1526796.529,13.805958103312559,100.53448389923733
เทสโก้โลตัส สาขาพระราม 2,653471.9786,1509226.93,13.64782876199626,100.41889414689399
เทสโก้โลตัส สาขาพระราม 3,666101.8949,1514582.829,13.695545906338072,100.53594665660583
เทสโก้โลตัส สาขาพระราม 4,669508.7102,1517122.482,13.718303846114585,100.5675935098655
เทสโก้โลตัส สาขามีนบุรี,686816.4296,1528149.24,13.816896986580907,100.72833580123233
เทสโก้โลตัส สาขาฟอร์จูน ทาวน์,669161.1,1521358.24,13.756610385436764,100.56463373043874
เทสโก้โลตัส สาขารามอินทรา,674560.5844,1526445.039,13.80226560191996,100.61487757962655
